HOSPCODE|HID|HOUSE_ID|HOUSETYPE|ROOMNO|CONDO|HOUSE|SOISUB|SOIMAIN|ROAD|VILLANAME|VILLAGE|TAMBON|AMPUR|CHANGWAT|TELEPHONE|LATITUDE|LONGITUDE|NFAMILY|LOCATYPE|VHVID|HEADID|TOILET|WATER|WATERTYPE|GARBAGE|HOUSING|DURABILITY|CLEANLINESS|VENTILATION|LIGHT|WATERTM|MFOOD|BCONTROL|ACONTROL|CHEMICAL|OUTDATE|D_UPDATE
10823|90||1|||116/6|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|91||1|||117/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024182930
10823|92||1|||117/10*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024192404
10823|93||1|||117/12|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|94||1|||117/14*|||||01|03|07|20||||1|1|000000|238531||||||||||||||||20131023181624
10823|95||1|||117/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024191444
10823|96||1|||117/20|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|97||1|||117/3|||||01|03|07|20||||1|1|000000|000983||||||||||||||||20100909173500
10823|98||1|||117/4*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024191607
10823|100||1|||117/7|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|101||1|||117/8*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024191743
10823|102||1|||118*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023183248
10823|103||1|||118/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|104||1|||118/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023183504
10823|105||1|||119/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|106|20070010463|1|||12|||||01|03|07|20||||1|1|000000|238205||||||||||||||||20100909173500
10823|107|20070010471|1|||12/1|||||01|03|07|20||||1|1|001020|000000||||||||||||||||20110722130811
10823|108|20070010561|1|||12/10|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|110||1|||12/12*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131019175538
10823|154||1|||127*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024215334
10823|155||1|||127/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024215444
10823|156||1|||128*|||||01|03|07|20||||1|1|000000|238534||||||||||||||||20131024215618
10823|157||1|||128/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024215831
10823|158||1|||128/3*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131024220132
10823|159||1|||128/4*|||||01|03|07|20||||1|1|000000|020921||||||||||||||||20131024220245
10823|160||1|||129*|||||01|03|07|20||||1|1|000000|238434||||||||||||||||20131024220701
10823|161||1|||129/1|||||01|03|07|20||||1|1|000000|094363||||||||||||||||20100909173500
10823|162||1|||129/3*|||||01|03|07|20||||1|1|000000|238435||||||||||||||||20131024221131
10823|163||1|||13|||||01|03|07|20||||1|1|000000|237987||||||||||||||||20100909173500
10823|164||1|||13/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|165||1|||13/11|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|166||1|||13/12|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|168||1|||133/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|169||1|||133/2|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|170||1|||133/3*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023213057
10823|171||1|||133/4*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023213505
10823|172||1|||134*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023214315
10823|173||1|||134/1*|||||01|03|07|20||||1|1|000000|135452||||||||||||||||20131023215140
10823|174||1|||135*|||||01|03|07|20||||1|1|000000|238420||||||||||||||||20131023221413
10823|175||1|||35/1*|||||01|03|07|20||||1|1|000000|238160||||||||||||||||20131022020045
10823|176||1|||136*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023221514
10823|177||1|||136/2|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|178||1|||136/3|||||01|03|07|20||||1|1|001246|000000||||||||||||||||20111026151158
10823|179||1|||136/4*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023221629
10823|180||1|||136/5|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|181||1|||137*|||||01|03|07|20||||1|1|000000|238418||||||||||||||||20131023221751
10823|182||1|||137/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023222007
10823|183||1|||138|||||01|03|07|20||||1|1|001246|129005||||||||||||||||20111026150956
10823|184||1|||138/1|||||01|03|07|20||||1|1|000000|038865||||||||||||||||20100909173500
10823|185||1|||139*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023222532
10823|186||1|||139/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|187||1|||139/2|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|188||1|||139/3|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|189||1|||139/4*|||||01|03|07|20||||1|1|001165|000000||||||||||||||||20131023222709
10823|190||1|||14|||||01|03|07|20||||1|1|000000|238016||||||||||||||||20100909173500
10823|191||1|||14/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|192||1|||14/11*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020075817
10823|193||1|||14/2|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|194||1|||14/4|||||01|03|07|20||||1|1|000000|238196||||||||||||||||20100909173500
10823|195||1|||14/5|||||01|03|07|20||||1|1|000000|238218||||||||||||||||20100909173500
10823|196||1|||140|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20140724104035
10823|197||1|||140/1*|||||01|03|07|20||||1|1|000000|238590||||||||||||||||20131023193500
10823|198||1|||140/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023193806
10823|199||1|||141|||||01|03|07|20||||1|1|000000|238411||||||||||||||||20100909173500
10823|200||1|||141/2|||||01|03|07|20||||1|1|000000|238407||||||||||||||||20100909173500
10823|201||1|||142|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|202||1|||142/12*|||||01|03|07|20||||1|1|000000|238455||||||||||||||||20131025050155
10823|203||1|||142/2*|||||01|03|07|20||||1|1|000000|238400||||||||||||||||20131023204836
10823|204||1|||142/3*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023205437
10823|205||1|||142/4|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|206||1|||142/5|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|207||1|||142/6|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|208||1|||142/8*|||||01|03|07|20||||1|1|000000|238382||||||||||||||||20131025045209
10823|209||1|||143/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131025050311
10823|210||1|||144*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131025050607
10823|211||1|||145*|||||01|03|07|20||||1|1|000000|238397||||||||||||||||20131025050718
10823|212||1|||145/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023230132
10823|213||1|||145/3*|||||01|03|07|20||||1|1|000000|237957||||||||||||||||20131023230619
10823|214||1|||145/4*|||||01|03|07|20||||1|1|000000|238361||||||||||||||||20131025051310
10823|215||1|||146*|||||01|03|07|20||||1|1|000000|238393||||||||||||||||20131025051556
10823|216||1|||146/5*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131025051847
10823|217||1|||147/1 ม.1 ต.ทุ่งสุขลา อ.ศรีราชา จ.ชลบุรี|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20130308153943
10823|218||1|||148/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|219||1|||149*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023222921
10823|220||1|||149/10*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023224909
10823|221||1|||149/14*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023225340
10823|222||1|||149/16|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|223||1|||149/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023223028
10823|224||1|||149/4|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|225||1|||149/5|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|226||1|||149/8*|||||01|03|07|20||||1|1|000000|238528||||||||||||||||20131023224434
10823|227||1|||149/9*|||||01|03|07|20||||1|1|000000|238299||||||||||||||||20131023224600
10823|228||1|||15/5|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20111107143619
10823|229||1|||150*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131023225706
10823|230||1|||150/30|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|231||1|||150/38*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131025064521
10823|232||1|||150/53|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|233||1|||152(โรงเรียนวัดใหม่เนินพยอม)|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|234|20930000889|1|||152/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131025083044
10823|235||1|||16*|||||01|03|07|20||||1|1|000000|238193||||||||||||||||20131020080100
10823|236||1|||16/11*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020080423
10823|237||1|||17|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|238||1|||17/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020120319
10823|239||1|||17/12|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|240||1|||17/3|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|241||1|||17/5*|||||01|03|07|20||||1|1|000000|238190||||||||||||||||20131020122539
10823|242||1|||17/6*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020132519
10823|243||1|||17/9*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020080605
10823|244||1|||18/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|245||1|||19*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020081009
10823|246||1|||2|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|247||1|||2/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|248||1|||2/13*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131019153927
10823|249||1|||2/20 ม.1 ต.ทุ่งสุขลา อ.ศรีราชา|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20130114070652
10823|250||1|||2/23*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131019154823
10823|251||1|||2/26|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|252||1|||2/29|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|253||1|||2/3|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|254|20930067266|1|||2/30|||||01|03|07|20||||1|1|000000|016029||||||||||||||||20110721121943
10823|255|20930067274|1|||2/31|||||01|03|07|20||||1|1|000000|001497||||||||||||||||20110721122134
10823|256|20930080459|1|||2/36|||||01|03|07|20||||1|1|000000|016031||||||||||||||||20110721123022
10823|257||1|||20*|||||01|03|07|20||||1|1|000000|238187||||||||||||||||20131020081626
10823|258||1|||20/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20111107135304
10823|259||1|||21/1*|||||01|03|07|20||||1|1|000000|238186||||||||||||||||20131020082049
10823|260||1|||22|||||01|03|07|20||||1|1|000000|137526||||||||||||||||20100909173500
10823|261||1|||23*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020082242
10823|262||1|||24*|||||01|03|07|20||||1|1|000000|238265||||||||||||||||20131020082739
10823|263||1|||24/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020083145
10823|264||1|||24/2*|||||01|03|07|20||||1|1|000000|238210||||||||||||||||20131020083508
10823|265||1|||24/3|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|266||1|||24/4*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020083834
10823|267||1|||25*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020091919
10823|268||1|||27|||||01|03|07|20||||1|1|000000|001530||||||||||||||||20100909173500
10823|269||1|||28*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020092745
10823|270||1|||28/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|271||1|||28/3|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|272||1|||28/4|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|273||1|||29*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020094606
10823|274||1|||29 (วัดใหม่เนินฯ)|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|275||1|||30*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020094928
10823|276|20070189741|1|||31/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131015155045
10823|277||1|||31/4*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020100629
10823|278|20070011206|1|||31/7|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131015153238
10823|279||1|||31/8*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020100745
10823|280||1|||32|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|281||1|||32/1|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|282||1|||33|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20100909173500
10823|283||1|||33/4*|||||01|03|07|20||||1|1|000000|238167||||||||||||||||20131020102842
10823|284||1|||34*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020102942
10823|285||1|||34/1*|||||01|03|07|20||||1|1|000000|042396||||||||||||||||20131020105220
10823|286||1|||34/2*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020110801
10823|287||1|||35*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131022015816
10823|288||1|||36*|||||01|03|07|20||||1|1|000000|238159||||||||||||||||20131020133006
10823|289||1|||37*|||||01|03|07|20||||1|1|000000|237994||||||||||||||||20131020133425
10823|290||1|||37/1*|||||01|03|07|20||||1|1|000000|000000||||||||||||||||20131020134018
10823|291||1|||38*|||||01|03|07|20||||1|1|000000|238019||||||||||||||||20131020140401
10823|292||1|||38/1|||||01|03|07|20||||1|1|000000|238156||||||||||||||||20100909173500
10823|293|20070193100|1|||38/2*|||||01|03|07|20||||1|1|000000|159881||||||||||||||||20131015154511
